MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
1193046,2017-10-30T16:22:08,36.95849,-76.05109,9.22078551314872,117.4000015258789,511,NAUTICAST,IMO303174162,D11233,50,7,220.0,43.0,-0.800000011920929,50
1193046,2017-10-30T16:29:42,29.26331,-89.9624,0.0,0.0,511,NAUTICAST,IMO303174162,D11233,50,7,220.0,43.0,-0.800000011920929,50
