MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
366372000,2017-08-16T18:45:15,45.61687,-122.67349,6.832547128133266,300.8999938964844,511,SEA VENTURE,IMO7203687,WJMV,1024,,174.0,20.450000762939453,,
366372000,2017-08-16T18:46:46,45.61819,-122.67692,5.7961207967797135,302.0,511,SEA VENTURE,IMO7203687,WJMV,1024,,174.0,20.450000762939453,,
366372000,2017-08-19T23:39:17,45.6177,-122.67589,5.721511447464019,108.3000030517578,511,SEA VENTURE,IMO7203687,WJMV,1024,,174.0,20.450000762939453,,
366372000,2017-08-19T23:40:18,45.61687,-122.67391,5.721511447464019,135.3000030517578,511,SEA VENTURE,IMO7203687,WJMV,1024,,174.0,20.450000762939453,,
