Ship Length,Pier 1
150 - 175 m,0.00012122818687736264
175 - 200 m,0.0005033304347367324
200 - 225 m,0.00016850092773283552
225 - 250 m,0.00020202997944578804
250 - 275 m,0.0002601949216891325
275 - 300 m,0.0004437429820279827
300 - 325 m,0.0003569359215109075
325 - 350 m,0.0004955328536831755
350 - 375 m,0.00024061390295100296
375 - 400 m,2.024930501883008e-06
Above 400 m,1.1316970976172792e-07
